argument_id|topic|unitType|content
6924| Home Schooling|conclusion|State-provided education is far less likely to make mistakes than parents.
6924| Home Schooling|premise|Furthermore, the opportunity to keep children at home will be seized upon in large numbers by parents who resent the costs of schooling (e.
6925| Home Schooling|conclusion|Parents are less likely to be good teachers as professionals.
6925| Home Schooling|premise|The same applies to private tutors.
6927| Home Schooling|conclusion|Hundreds of researchers and experts ensure the quality of public schools.
6927| Home Schooling|premise|How presumptuous to think one might know better than that accumulated wisdom how to teach a child - as if that child being the product of an individual suddenly enhanced that individual’s knowledge of their educational needs beyond that of those that have given their lives to building an understanding of these complex matters, and are qualified through years of training to carry out the tasks we set them.
6931| Homosexuality|conclusion|Homosexuality is business of individual, should not be judged.
6931| Homosexuality|premise|Homosexuality may in fact be wrong in the eyes of a particular dogmatic sect, but this in no way implies that the act is necessarily wrong and should not be judged by man.
6932| Homosexuality|conclusion|Sexual Orientation does not affect the rights of others.
6932| Homosexuality|premise|Sexual orientation does not harm anybody else.
6933| Homosexuality|conclusion|Society has a right to judge that homosexuality is socially damaging.
6933| Homosexuality|premise|Homosexuality has been linked to various adverse conditions.
6941| Homosexuality|conclusion|The thought of heterosexual sex is repulsive to gays.
6941| Homosexuality|premise|"""Well, it will come as some surprise to a lot of heterosexuals to find out that, to a lot of gays, the thought of heterosexual sex is repulsive! But does that mean the discomfort of some gays to heterosexual couples should be a reason to deny heterosexuals the right to marry? I don't think so, even though the thought of a man kissing a woman is rather repulsive to many homosexuals! Well then, why should it work the other way? Besides, the same sexual practices that gays engage in are often engaged in by heterosexual couples anyway."
6942| Homosexuality|conclusion|Homosexuality is a way to express love.
6942| Homosexuality|premise|Having sex is just a way to express a deep, passionate love for someone.
6943| Homosexuality|conclusion|Gay sodomy is unhealthy and lowers life-expectancy.
6943| Homosexuality|premise|"""Those with SSA have a shortened life expectancy."
6944| Homosexuality|conclusion|Psychiatric and medical illnesses accompany homosexuality.
6944| Homosexuality|premise|"""The American Psychiatric Association has chosen to ignore the significant medical research which has documented serious psychiatric and medical illnesses associated with those same-sex attractions and behaviors."
6945| Homosexuality|conclusion|Condemning gays is discrimination.
6945| Homosexuality|premise|Homosexuals have the equal rights as heterosexuals.
6946| Homosexuality|conclusion|Homophobia stems from irrational fear of rape, subordination.
6946| Homosexuality|premise|"""The base fear here is that of rape and a loss of control or masculine status."
6947| Homosexuality|conclusion|Condemning gays is not discrimination.
6947| Homosexuality|premise|Lansdown, A.
6948| Homosexuality|conclusion|There is no evidence that the LGBT community is more promiscuous.
6948| Homosexuality|premise|There is no evidence that those in the LGBT community are more promiscuous.
6949| Homosexuality|conclusion|Gays are equally interested in committed relationships.
6949| Homosexuality|premise|"""lets discuss what gay relationships are really all about."
6950| Homosexuality|conclusion|"The homosexual culture displays ""rampant promiscuity"" and immorality."
6950| Homosexuality|premise|"""The peer-reviewed literature demonstrates that an inability to maintain committed relationships and rampant promiscuity are the norm in the homosexual lifestyle."
6951| Homosexuality|conclusion|Separation of Church and State forbids basing state law on religious considerations.
6951| Homosexuality|premise|American Constitutional principles of the Separation of Church and State and the First Amendment would disallow any projection of religious moral belief onto constitutional law through a ban on gay-marriage.
6952| Homosexuality|conclusion|Biblical passages that are claimed to condemn homosexuality are being misinterpreted.
6952| Homosexuality|premise|The Bible does not actually give any mention to homosexuality as a whole, but only homosexual acts.
